id,row,area1,area1Id,area1Number,area2,area2Id,area2Number,area3,area3Id,area3Number,area4,area4Id,area4Number,giftbox,brick,glass,shovelProp,drillProp,bombProp
144,38,2_10,12_11_10_7_0_0_0_0_0_6,2_1_2_5_0_0_0_0_0_35,11_19,12_11_10_7_0_0_0_0_0_6,3_0_1_1_0_0_0_0_0_40,20_28,18_17_16_15_14_13_12_11_7_6,2_0_1_3_0_1_0_0_1_37,29_38,18_17_16_15_14_13_12_11_10_7,2_3_1_0_0_1_2_0_1_40,10,6,5,1,2,0
145,39,2_10,12_11_10_7_0_0_0_0_0_6,2_1_1_0_0_0_0_0_0_41,11_19,12_11_10_7_0_0_0_0_0_6,2_2_4_4_0_0_0_0_0_33,20_28,18_17_16_15_14_13_12_11_7_6,1_1_1_1_1_7_1_0_1_31,29_39,18_17_16_15_14_13_12_11_10_7,3_2_0_2_0_1_1_2_6_38,10,6,5,1,0,1
146,39,2_10,12_11_10_7_0_0_0_0_0_6,2_2_2_0_0_0_0_0_0_39,11_19,12_11_10_7_0_0_0_0_0_6,3_2_1_2_0_0_0_0_0_37,20_28,18_17_16_15_14_13_12_11_7_6,1_1_1_4_2_6_2_27_1_0,29_39,18_17_16_15_14_13_12_11_10_7,2_3_4_1_3_0_0_1_0_41,10,6,5,1,0,0
147,39,2_10,12_11_10_7_0_0_0_0_0_6,2_1_0_0_0_0_0_0_0_42,11_19,12_11_10_7_0_0_0_0_0_6,3_1_0_1_0_0_0_0_0_40,20_28,18_17_16_15_14_13_12_11_7_6,1_1_1_2_1_1_0_0_2_36,29_39,18_17_16_15_14_13_12_11_10_7,3_1_1_1_2_2_3_10_12_20,10,6,5,2,0,1
148,39,2_10,12_11_10_7_0_0_0_0_0_6,2_2_0_1_0_0_0_0_0_40,11_19,12_11_10_7_0_0_0_0_0_6,3_1_3_1_0_0_0_0_0_37,20_28,18_17_16_15_14_13_12_11_7_6,2_1_2_2_0_2_0_0_4_32,29_39,18_17_16_15_14_13_12_11_10_7,4_1_1_0_0_1_0_0_0_48,10,6,5,2,0,1
149,39,2_10,12_11_10_7_0_0_0_0_0_6,2_2_2_1_0_0_0_0_0_38,11_19,12_11_10_7_0_0_0_0_0_6,2_2_4_3_0_0_0_0_0_34,20_28,18_17_16_15_14_13_12_11_7_6,1_1_3_5_2_0_1_0_6_26,29_39,18_17_16_15_14_13_12_11_10_7,3_2_1_11_1_3_7_1_2_24,10,6,5,1,1,1
150,40,2_10,12_11_10_7_0_0_0_0_0_6,2_1_0_0_0_0_0_0_0_42,11_19,12_11_10_7_0_0_0_0_0_6,3_1_1_2_0_0_0_0_0_38,20_28,18_17_16_15_14_13_12_11_7_6,2_1_0_1_0_1_0_1_5_34,29_40,18_17_16_15_14_13_12_11_10_7,3_3_1_5_4_1_6_2_1_34,10,6,5,1,2,2
151,40,2_10,12_11_10_7_0_0_0_0_0_6,2_1_1_1_0_0_0_0_0_40,11_19,12_11_10_7_0_0_0_0_0_6,3_1_1_0_0_0_0_0_0_40,20_28,18_17_16_15_14_13_12_11_7_6,2_1_0_0_0_1_1_0_2_38,29_40,18_17_16_15_14_13_12_11_10_7,4_1_1_4_4_3_1_1_0_41,10,7,5,1,1,1
152,40,2_10,12_11_10_7_0_0_0_0_0_6,2_1_1_0_0_0_0_0_0_41,11_19,12_11_10_7_0_0_0_0_0_6,3_1_1_0_0_0_0_0_0_40,20_28,18_17_16_15_14_13_12_11_7_6,2_1_0_0_0_0_1_1_0_40,29_40,18_17_16_15_14_13_12_11_10_7,4_1_1_7_16_3_2_3_6_17,10,7,5,2,0,0
153,40,2_10,12_11_10_7_0_0_0_0_0_6,2_1_1_1_0_0_0_0_0_40,11_19,12_11_10_7_0_0_0_0_0_6,3_1_1_0_0_0_0_0_0_40,20_28,18_17_16_15_14_13_12_11_7_6,2_1_1_0_0_1_2_3_4_31,29_40,18_17_16_15_14_13_12_11_10_7,4_2_0_1_0_2_1_2_1_47,10,7,5,3,1,0
154,40,2_10,12_11_10_7_0_0_0_0_0_6,2_1_2_3_0_0_0_0_0_37,11_19,12_11_10_7_0_0_0_0_0_6,3_1_2_0_0_0_0_0_0_39,20_28,18_17_16_15_14_13_12_11_7_6,3_0_1_1_1_0_1_0_4_34,29_40,18_17_16_15_14_13_12_11_10_7,5_0_1_0_1_0_0_1_1_51,10,7,5,1,0,1
155,41,2_11,12_11_10_7_0_0_0_0_0_6,2_2_1_0_0_0_0_0_0_45,12_21,12_11_10_7_0_0_0_0_0_6,2_3_3_1_0_0_0_0_0_41,22_31,18_17_16_15_14_13_12_11_7_6,2_3_2_1_0_1_0_1_3_37,32_41,18_17_16_15_14_13_12_11_10_7,3_2_3_14_1_1_1_1_1_23,10,7,5,2,1,1
156,41,2_11,12_11_10_7_0_0_0_0_0_6,2_1_1_8_0_0_0_0_0_38,12_21,12_11_10_7_0_0_0_0_0_6,4_1_3_2_0_0_0_0_0_40,22_31,18_17_16_15_14_13_12_11_7_6,2_2_1_1_0_0_1_1_0_42,32_41,18_17_16_15_14_13_12_11_10_7,3_1_6_3_4_10_17_1_2_3,10,7,5,1,1,1
157,41,2_11,12_11_10_7_0_0_0_0_0_6,3_0_1_2_0_0_0_0_0_44,12_21,12_11_10_7_0_0_0_0_0_6,4_0_1_1_0_0_0_0_0_44,22_31,18_17_16_15_14_13_12_11_7_6,2_2_1_1_4_4_12_21_2_1,32_41,18_17_16_15_14_13_12_11_10_7,3_1_2_31_2_2_7_1_1_0,10,7,5,1,1,2
158,41,2_11,12_11_10_7_0_0_0_0_0_6,3_1_0_0_0_0_0_0_0_46,12_21,12_11_10_7_0_0_0_0_0_6,4_0_1_1_0_0_0_0_0_44,22_31,18_17_16_15_14_13_12_11_7_6,2_2_2_9_23_1_2_4_4_1,32_41,18_17_16_15_14_13_12_11_10_7,3_4_2_1_1_1_5_16_1_16,10,7,5,3,1,2
159,41,2_11,12_11_10_7_0_0_0_0_0_6,2_2_3_1_0_0_0_0_0_42,12_21,12_11_10_7_0_0_0_0_0_6,4_1_1_0_0_0_0_0_0_44,22_31,18_17_16_15_14_13_12_11_7_6,3_2_0_1_0_1_0_0_1_42,32_41,18_17_16_15_14_13_12_11_10_7,3_5_0_1_3_1_0_1_0_36,10,7,5,3,1,2
160,42,2_11,12_11_10_7_0_0_0_0_0_6,3_0_1_1_0_0_0_0_0_45,12_21,12_11_10_7_0_0_0_0_0_6,2_2_6_2_0_0_0_0_0_38,22_31,18_17_16_15_14_13_12_11_7_6,4_0_1_0_0_0_0_2_1_42,32_42,18_17_16_15_14_13_12_11_10_7,4_4_1_1_1_2_2_6_4_30,10,7,5,2,2,0
161,42,2_11,12_11_10_7_0_0_0_0_0_6,3_0_1_0_0_0_0_0_0_46,12_21,12_11_10_7_0_0_0_0_0_6,4_2_0_0_0_0_0_0_0_44,22_31,18_17_16_15_14_13_12_11_7_6,2_2_4_1_2_20_1_0_1_17,32_42,18_17_16_15_14_13_12_11_10_7,5_1_0_1_1_0_1_1_1_44,10,7,5,3,0,1
162,42,2_11,12_11_10_7_0_0_0_0_0_6,2_3_1_0_0_0_0_0_0_44,12_21,12_11_10_7_0_0_0_0_0_6,3_1_3_1_0_0_0_0_0_42,22_31,18_17_16_15_14_13_12_11_7_6,4_0_1_0_1_1_3_1_3_36,32_42,18_17_16_15_14_13_12_11_10_7,4_3_2_2_1_1_1_1_1_39,10,7,5,1,0,1
163,42,2_11,12_11_10_7_0_0_0_0_0_6,2_2_1_3_0_0_0_0_0_42,12_21,12_11_10_7_0_0_0_0_0_6,3_1_4_2_0_0_0_0_0_40,22_31,18_17_16_15_14_13_12_11_7_6,4_0_1_2_1_0_1_0_1_40,32_42,18_17_16_15_14_13_12_11_10_7,4_4_0_1_0_1_1_1_2_41,10,7,5,2,0,0
164,42,2_11,12_11_10_7_0_0_0_0_0_6,2_2_1_1_0_0_0_0_0_44,12_21,12_11_10_7_0_0_0_0_0_6,3_1_1_2_0_0_0_0_0_43,22_31,18_17_16_15_14_13_12_11_7_6,4_1_0_0_0_1_0_1_3_40,32_42,18_17_16_15_14_13_12_11_10_7,6_1_1_0_0_1_0_1_1_44,10,7,5,3,2,0
165,43,2_11,12_11_10_7_0_0_0_0_0_6,3_1_0_1_0_0_0_0_0_45,12_21,12_11_10_7_0_0_0_0_0_6,4_0_2_1_0_0_0_0_0_43,22_31,18_17_16_15_14_13_12_11_7_6,2_4_1_2_5_17_7_3_1_8,32_43,18_17_16_15_14_13_12_11_10_7,7_1_1_0_1_1_0_0_1_48,10,7,5,1,2,1
166,43,2_11,12_11_10_7_0_0_0_0_0_6,3_0_1_2_0_0_0_0_0_44,12_21,12_11_10_7_0_0_0_0_0_6,3_4_2_1_0_0_0_0_0_40,22_31,18_17_16_15_14_13_12_11_7_6,3_4_2_1_7_2_0_0_0_31,32_43,18_17_16_15_14_13_12_11_10_7,5_5_1_14_1_0_0_1_0_33,10,7,5,2,2,2
167,43,2_11,12_11_10_7_0_0_0_0_0_6,2_2_1_1_0_0_0_0_0_44,12_21,12_11_10_7_0_0_0_0_0_6,4_1_1_1_0_0_0_0_0_43,22_31,18_17_16_15_14_13_12_11_7_6,4_1_2_3_6_0_1_1_1_31,32_43,18_17_16_15_14_13_12_11_10_7,5_2_5_11_6_25_1_2_1_2,11,7,5,1,0,0
168,43,2_11,12_11_10_7_0_0_0_0_0_6,3_0_2_0_0_0_0_0_0_45,12_21,12_11_10_7_0_0_0_0_0_6,3_4_2_0_0_0_0_0_0_41,22_31,18_17_16_15_14_13_12_11_7_6,2_3_3_1_2_0_1_1_1_36,32_43,18_17_16_15_14_13_12_11_10_7,4_1_3_11_4_0_1_3_0_33,11,7,5,2,0,2
169,43,2_11,12_11_10_7_0_0_0_0_0_6,2_3_0_1_0_0_0_0_0_44,12_21,12_11_10_7_0_0_0_0_0_6,4_1_0_0_0_0_0_0_0_45,22_31,18_17_16_15_14_13_12_11_7_6,4_1_1_7_7_2_5_16_3_4,32_43,18_17_16_15_14_13_12_11_10_7,7_2_0_0_0_0_0_0_0_51,11,7,5,1,0,1
170,44,2_11,12_11_10_7_0_0_0_0_0_6,2_3_0_1_0_0_0_0_0_44,12_21,12_11_10_7_0_0_0_0_0_6,5_0_0_1_0_0_0_0_0_44,22_31,18_17_16_15_14_13_12_11_7_6,3_3_5_6_5_12_7_5_2_2,32_44,18_17_16_15_14_13_12_11_10_7,6_1_16_3_0_0_0_1_0_38,11,7,5,3,0,2
171,44,2_11,12_11_10_7_0_0_0_0_0_6,3_1_0_1_0_0_0_0_0_45,12_21,12_11_10_7_0_0_0_0_0_6,3_1_10_2_0_0_0_0_0_34,22_31,18_17_16_15_14_13_12_11_7_6,3_3_2_6_3_1_0_0_3_29,32_44,18_17_16_15_14_13_12_11_10_7,6_6_5_1_2_3_16_1_7_18,11,7,5,1,2,0
172,44,2_11,12_11_10_7_0_0_0_0_0_6,3_1_1_0_0_0_0_0_0_45,12_21,12_11_10_7_0_0_0_0_0_6,3_3_3_5_0_0_0_0_0_36,22_31,18_17_16_15_14_13_12_11_7_6,4_2_2_0_1_0_1_2_1_37,32_44,19_17_16_15_14_13_12_11_10_7,2_2_0_1_0_1_1_0_0_58,11,7,5,2,2,2
173,44,2_11,12_11_10_7_0_0_0_0_0_6,3_2_0_1_0_0_0_0_0_44,12_21,12_11_10_7_0_0_0_0_0_6,4_2_0_0_0_0_0_0_0_44,22_31,18_17_16_15_14_13_12_11_7_6,4_3_1_0_1_1_0_1_1_38,32_44,19_17_16_15_14_13_12_11_10_7,2_7_2_8_1_7_7_15_2_14,11,7,5,2,2,1
174,44,2_11,12_11_10_7_0_0_0_0_0_6,2_2_4_1_0_0_0_0_0_41,12_21,12_11_10_7_0_0_0_0_0_6,3_2_5_2_0_0_0_0_0_38,22_31,18_17_16_15_14_13_12_11_7_6,3_5_1_0_1_0_1_0_2_37,32_44,19_17_16_15_14_13_12_11_10_7,2_7_2_2_21_13_10_7_1_0,11,7,5,1,2,0
175,45,2_12,12_11_10_7_0_0_0_0_0_6,4_1_0_1_0_0_0_0_0_49,13_23,12_11_10_7_0_0_0_0_0_6,5_0_0_1_0_0_0_0_0_49,24_34,18_17_16_15_14_13_12_11_7_6,5_1_1_3_1_1_28_5_8_2,35_45,19_17_16_15_14_13_12_11_10_7,2_5_2_2_8_19_10_5_1_1,11,7,6,2,1,2
176,45,2_12,12_11_10_7_0_0_0_0_0_6,3_1_2_0_0_0_0_0_0_49,13_23,12_11_10_7_0_0_0_0_0_6,3_3_3_1_0_0_0_0_0_45,24_34,18_17_16_15_14_13_12_11_7_6,4_7_1_0_0_2_2_0_1_38,35_45,19_17_16_15_14_13_12_11_10_7,1_1_1_13_32_4_1_1_1_0,11,7,6,3,0,2
177,45,2_12,12_11_10_7_0_0_0_0_0_6,4_0_1_0_0_0_0_0_0_50,13_23,12_11_10_7_0_0_0_0_0_6,4_1_3_10_0_0_0_0_0_37,24_34,18_17_16_15_14_13_12_11_7_6,6_1_1_0_0_1_2_5_0_39,35_45,19_17_16_15_14_13_12_11_10_7,2_1_1_1_0_0_1_1_0_48,11,7,6,3,2,1
178,45,2_12,12_11_10_7_0_0_0_0_0_6,3_1_3_0_0_0_0_0_0_48,13_23,12_11_10_7_0_0_0_0_0_6,4_2_1_0_0_0_0_0_0_48,24_34,18_17_16_15_14_13_12_11_7_6,4_1_4_7_2_36_1_0_0_0,35_45,19_17_16_15_14_13_12_11_10_7,3_0_2_0_1_2_0_1_0_46,11,7,6,3,2,0
179,45,2_12,12_11_10_7_0_0_0_0_0_6,3_1_1_0_0_0_0_0_0_50,13_23,12_11_10_7_0_0_0_0_0_6,5_0_1_1_0_0_0_0_0_48,24_34,18_17_16_15_14_13_12_11_7_6,6_1_1_0_0_1_1_5_20_20,35_45,19_18_17_16_15_14_13_12_11_7,2_0_1_2_1_1_1_2_2_43,11,7,6,3,2,1
180,46,2_12,12_11_10_7_0_0_0_0_0_6,3_1_1_0_0_0_0_0_0_50,13_23,12_11_10_7_0_0_0_0_0_6,5_1_0_0_0_0_0_0_0_49,24_34,18_17_16_15_14_13_12_11_7_6,7_0_1_3_1_0_0_0_1_42,35_46,19_18_17_16_15_14_13_12_11_7,3_0_1_1_1_0_1_0_0_53,11,7,6,3,0,2
181,46,2_12,12_11_10_7_0_0_0_0_0_6,3_2_1_2_0_0_0_0_0_47,13_23,12_11_10_7_0_0_0_0_0_6,3_5_1_9_0_0_0_0_0_37,24_34,18_17_16_15_14_13_12_11_7_6,5_3_1_3_19_9_5_8_1_1,35_46,19_18_17_16_15_14_13_12_11_7,2_4_0_0_1_1_0_0_1_51,11,7,6,3,2,2
182,46,2_12,12_11_10_7_0_0_0_0_0_6,2_2_2_5_0_0_0_0_0_44,13_23,12_11_10_7_0_0_0_0_0_6,4_1_5_1_0_0_0_0_0_44,24_34,18_17_16_15_14_13_12_11_7_6,4_5_7_0_1_2_4_0_0_32,35_46,19_18_17_16_15_14_13_12_11_7,2_2_1_4_37_1_2_0_2_9,11,7,6,2,1,0
183,46,2_12,12_11_10_7_0_0_0_0_0_6,3_1_1_0_0_0_0_0_0_50,13_23,12_11_10_7_0_0_0_0_0_6,4_1_1_4_0_0_0_0_0_45,24_34,18_17_16_15_14_13_12_11_7_6,6_1_8_2_10_9_8_3_6_2,35_46,19_18_17_16_15_14_13_12_11_7,3_0_2_1_0_1_1_0_0_52,11,7,6,2,0,1
184,46,2_12,12_11_10_7_0_0_0_0_0_6,4_1_0_0_0_0_0_0_0_50,13_23,12_11_10_7_0_0_0_0_0_6,5_1_0_0_0_0_0_0_0_49,24_34,18_17_16_15_14_13_12_11_7_6,6_1_1_15_9_4_10_4_3_2,35_46,19_18_17_16_15_14_13_12_11_7,3_2_0_1_0_0_1_2_5_46,11,7,6,3,1,0
185,47,2_12,12_11_10_7_0_0_0_0_0_6,4_0_1_0_0_0_0_0_0_50,13_23,12_11_10_7_0_0_0_0_0_6,5_0_0_1_0_0_0_0_0_49,24_34,18_17_16_15_14_13_12_11_7_6,5_5_2_1_7_32_2_0_1_0,35_47,19_18_17_16_15_14_13_12_11_7,3_1_1_0_0_0_0_0_2_58,11,7,6,3,1,0
186,47,2_12,12_11_10_7_0_0_0_0_0_6,2_1_2_13_0_0_0_0_0_37,13_23,12_11_10_7_0_0_0_0_0_6,4_3_1_2_0_0_0_0_0_45,24_34,18_17_16_15_14_13_12_11_7_6,7_1_4_1_2_2_1_1_1_35,35_47,19_18_17_16_15_14_13_12_11_7,3_1_2_2_1_1_2_8_12_33,11,7,6,2,0,0
187,47,2_12,12_11_10_7_0_0_0_0_0_6,4_0_0_2_0_0_0_0_0_49,13_23,12_11_10_7_0_0_0_0_0_6,3_6_0_1_0_0_0_0_0_45,24_34,18_17_16_15_14_13_12_11_7_6,6_6_2_1_0_0_1_0_2_37,35_47,19_18_17_16_15_14_13_12_11_7,3_1_2_2_15_6_30_5_1_0,11,7,6,3,2,2
188,47,2_12,12_11_10_7_0_0_0_0_0_6,2_2_7_2_0_0_0_0_0_42,13_23,12_11_10_7_0_0_0_0_0_6,5_1_1_0_0_0_0_0_0_48,24_34,18_17_16_15_14_13_12_11_7_6,5_6_3_9_9_1_6_12_1_3,35_47,19_18_17_16_15_14_13_12_11_7,3_2_2_0_1_0_0_0_0_57,11,7,6,2,2,1
189,47,2_12,12_11_10_7_0_0_0_0_0_6,3_1_1_4_0_0_0_0_0_46,13_23,12_11_10_7_0_0_0_0_0_6,4_1_4_1_0_0_0_0_0_45,24_34,18_17_16_15_14_13_12_11_7_6,8_0_0_2_0_1_2_1_11_30,35_47,19_18_17_16_15_14_13_12_11_7,4_1_0_0_1_1_0_1_0_57,11,7,6,3,1,0
190,48,2_12,12_11_10_7_0_0_0_0_0_6,3_1_1_0_0_0_0_0_0_50,13_23,12_11_10_7_0_0_0_0_0_6,3_1_11_10_0_0_0_0_0_30,24_34,19_18_17_16_15_14_13_12_7_6,3_0_0_1_0_1_0_1_1_48,35_48,19_18_17_16_15_14_13_12_11_7,4_0_1_4_2_0_1_0_0_58,11,7,6,2,0,1
191,48,2_12,12_11_10_7_0_0_0_0_0_6,3_3_2_1_0_0_0_0_0_46,13_23,12_11_10_7_0_0_0_0_0_6,5_0_1_1_0_0_0_0_0_48,24_34,19_18_17_16_15_14_13_12_7_6,3_0_0_0_1_0_0_0_0_51,35_48,19_18_17_16_15_14_13_12_11_7,4_2_0_0_1_1_2_1_4_55,11,7,6,2,0,0
192,48,2_12,12_11_10_7_0_0_0_0_0_6,3_1_1_3_0_0_0_0_0_47,13_23,12_11_10_7_0_0_0_0_0_6,4_1_2_8_0_0_0_0_0_40,24_34,19_18_17_16_15_14_13_12_7_6,2_2_1_1_0_1_1_0_1_46,35_48,19_18_17_16_15_14_13_12_11_7,4_1_2_0_2_0_0_1_0_60,11,7,6,3,1,1
193,48,2_12,12_11_10_7_0_0_0_0_0_6,4_1_0_1_0_0_0_0_0_49,13_23,12_11_10_7_0_0_0_0_0_6,4_1_2_2_0_0_0_0_0_46,24_34,19_18_17_16_15_14_13_12_7_6,2_1_2_1_1_2_2_3_5_36,35_48,19_18_17_16_15_14_13_12_11_7,5_0_1_0_1_0_1_2_1_59,11,7,6,2,0,1
194,48,2_12,12_11_10_7_0_0_0_0_0_6,3_1_5_2_0_0_0_0_0_44,13_23,13_12_11_10_7_0_0_0_0_6,1_0_1_0_0_0_0_0_0_53,24_34,19_18_17_16_15_14_13_12_7_6,2_1_1_0_2_0_0_0_9_40,35_48,19_18_17_16_15_14_13_12_11_7,4_4_1_1_2_1_0_1_0_56,11,7,6,3,2,2
195,49,2_13,12_11_10_7_0_0_0_0_0_6,3_5_0_1_0_0_0_0_0_51,14_25,13_12_11_10_7_0_0_0_0_6,2_0_0_1_0_0_0_0_0_57,26_37,19_18_17_16_15_14_13_12_7_6,3_0_0_1_1_1_0_1_0_53,38_49,19_18_17_16_15_14_13_12_11_7,3_2_3_2_1_0_0_1_0_48,11,7,6,2,2,1
196,49,2_13,12_11_10_7_0_0_0_0_0_6,3_5_0_1_0_0_0_0_0_51,14_25,13_12_11_10_7_0_0_0_0_6,2_0_0_1_2_0_0_0_0_55,26_37,19_18_17_16_15_14_13_12_7_6,2_1_3_4_1_1_5_12_11_20,38_49,19_18_17_16_15_14_13_12_11_7,3_1_5_1_0_1_1_2_2_44,11,7,6,3,2,1
197,49,2_13,12_11_10_7_0_0_0_0_0_6,3_2_1_1_0_0_0_0_0_53,14_25,13_12_11_10_7_0_0_0_0_6,1_1_1_1_1_0_0_0_0_55,26_37,19_18_17_16_15_14_13_12_7_6,3_0_1_0_1_1_1_0_0_53,38_49,19_18_17_16_15_14_13_12_11_7,3_4_1_0_0_0_0_2_0_50,11,7,6,3,1,0
198,49,2_13,12_11_10_7_0_0_0_0_0_6,3_3_4_2_0_0_0_0_0_48,14_25,13_12_11_10_7_0_0_0_0_6,1_1_4_1_1_0_0_0_0_52,26_37,19_18_17_16_15_14_13_12_7_6,2_0_2_0_1_0_1_2_3_49,38_49,19_18_17_16_15_14_13_12_11_7,2_2_0_1_0_0_0_1_3_51,11,7,6,2,0,0
199,49,2_13,12_11_10_7_0_0_0_0_0_6,3_1_6_2_0_0_0_0_0_48,14_25,13_12_11_10_7_0_0_0_0_6,1_1_0_0_0_0_0_0_0_58,26_37,19_18_17_16_15_14_13_12_7_6,3_0_2_1_1_1_0_0_5_47,38_49,19_18_17_16_15_14_13_12_11_7,4_3_1_0_0_1_1_1_0_49,11,7,6,3,0,0
200,50,2_13,12_11_10_7_0_0_0_0_0_6,4_1_1_1_0_0_0_0_0_53,14_25,13_12_11_10_7_0_0_0_0_6,1_2_1_0_0_0_0_0_0_56,26_37,19_18_17_16_15_14_13_12_7_6,4_0_0_0_0_0_0_1_1_54,38_50,19_18_17_16_15_14_13_12_11_7,4_2_2_1_1_9_1_8_27_10,11,7,6,3,2,2
201,50,2_13,12_11_10_7_0_0_0_0_0_6,3_2_6_2_0_0_0_0_0_47,14_25,13_12_11_10_7_0_0_0_0_6,1_1_1_1_1_0_0_0_0_55,26_37,19_18_17_16_15_14_13_12_7_6,2_2_1_2_11_2_4_12_16_8,38_50,19_18_17_16_15_14_13_12_11_7,3_3_6_5_2_1_1_0_0_44,11,7,6,3,2,1
202,50,2_13,12_11_10_7_0_0_0_0_0_6,4_1_2_1_0_0_0_0_0_52,14_25,13_12_11_10_7_0_0_0_0_6,1_1_1_4_0_0_0_0_0_53,26_37,19_18_17_16_15_14_13_12_7_6,4_0_1_1_0_0_0_2_1_51,38_50,19_18_17_16_15_14_13_12_11_7,4_1_3_4_1_2_8_14_4_24,11,7,6,3,1,2
203,50,2_13,12_11_10_7_0_0_0_0_0_6,4_1_1_0_0_0_0_0_0_54,14_25,13_12_11_10_7_0_0_0_0_6,1_1_0_1_1_0_0_0_0_56,26_37,19_18_17_16_15_14_13_12_7_6,2_2_1_9_5_3_5_7_11_15,38_50,19_18_17_16_15_14_13_12_11_7,4_2_2_1_28_7_3_14_1_3,11,7,6,2,0,2
204,50,2_13,12_11_10_7_0_0_0_0_0_6,3_4_1_4_0_0_0_0_0_48,14_25,13_12_11_10_7_0_0_0_0_6,1_1_0_0_2_0_0_0_0_56,26_37,19_18_17_16_15_14_13_12_7_6,2_1_3_4_3_1_1_0_6_39,38_50,19_18_17_16_15_14_13_12_11_7,3_4_3_0_1_0_1_2_2_49,11,7,6,3,0,2
205,51,2_13,12_11_10_7_0_0_0_0_0_6,3_5_0_0_0_0_0_0_0_52,14_25,13_12_11_10_7_0_0_0_0_6,1_1_0_0_0_0_0_0_0_58,26_37,19_18_17_16_15_14_13_12_7_6,3_2_1_0_1_0_1_0_2_50,38_51,19_18_17_16_15_14_13_12_11_7,5_2_2_0_1_1_0_1_0_58,11,7,6,3,2,1
206,51,2_13,12_11_10_7_0_0_0_0_0_6,3_2_5_1_0_0_0_0_0_49,14_25,13_12_11_10_7_0_0_0_0_6,2_0_1_0_1_0_0_0_0_56,26_37,19_18_17_16_15_14_13_12_7_6,3_1_6_0_1_3_3_2_39_2,38_51,19_18_17_16_15_14_13_12_11_7,5_2_3_1_33_17_6_1_1_1,11,7,6,2,1,2
207,51,2_13,12_11_10_7_0_0_0_0_0_6,5_0_1_0_0_0_0_0_0_54,14_25,13_12_11_10_7_0_0_0_0_6,2_0_1_0_0_0_0_0_0_57,26_37,19_18_17_16_15_14_13_12_7_6,3_4_2_0_1_0_1_0_10_39,38_51,19_18_17_16_15_14_13_12_11_7,6_2_2_1_0_0_0_0_2_57,11,7,6,2,1,2
208,51,2_13,12_11_10_7_0_0_0_0_0_6,4_1_1_0_0_0_0_0_0_54,14_25,13_12_11_10_7_0_0_0_0_6,2_0_0_1_0_0_0_0_0_57,26_37,19_18_17_16_15_14_13_12_7_6,3_2_1_2_1_2_0_0_9_40,38_51,19_18_17_16_15_14_13_12_11_7,5_4_1_1_1_1_0_0_1_56,11,7,6,2,1,2
209,51,2_13,12_11_10_7_0_0_0_0_0_6,3_3_5_1_0_0_0_0_0_48,14_25,13_12_11_10_7_0_0_0_0_6,1_1_1_1_3_0_0_0_0_53,26_37,19_18_17_16_15_14_13_12_7_6,3_1_1_6_2_1_1_3_21_21,38_51,19_18_17_16_15_14_13_12_11_7,5_2_3_9_3_32_8_1_4_3,11,7,6,3,1,2
210,52,2_13,12_11_10_7_0_0_0_0_0_6,4_0_1_0_0_0_0_0_0_55,14_25,13_12_11_10_7_0_0_0_0_6,1_0_2_1_0_0_0_0_0_56,26_37,19_18_17_16_15_14_13_12_7_6,4_1_1_0_1_0_1_0_0_52,38_52,19_18_17_16_15_14_13_12_11_7,6_2_3_1_48_1_2_9_1_2,11,7,6,3,0,2
211,52,2_13,12_11_10_7_0_0_0_0_0_6,3_2_2_5_0_0_0_0_0_48,14_25,13_12_11_10_7_0_0_0_0_6,1_1_1_0_0_0_0_0_0_57,26_37,19_18_17_16_15_14_13_12_7_6,4_0_1_2_2_2_1_0_6_42,38_52,19_18_17_16_15_14_13_12_11_7,6_2_6_1_0_0_0_1_2_57,11,8,6,2,3,3
212,52,2_13,12_11_10_7_0_0_0_0_0_6,3_3_1_1_0_0_0_0_0_52,14_25,13_12_11_10_7_0_0_0_0_6,1_1_1_3_1_0_0_0_0_53,26_37,19_18_17_16_15_14_13_12_7_6,2_1_1_3_13_15_18_4_1_2,38_52,19_18_17_16_15_14_13_12_11_7,4_6_1_1_1_0_0_1_1_60,11,8,6,2,2,2
213,52,2_13,12_11_10_7_0_0_0_0_0_6,5_0_0_1_0_0_0_0_0_54,14_25,13_12_11_10_7_0_0_0_0_6,1_1_0_2_0_0_0_0_0_56,26_37,19_18_17_16_15_14_13_12_7_6,4_2_1_1_5_1_3_2_7_34,38_52,19_18_17_16_15_14_13_12_11_7,7_2_1_1_2_2_27_1_0_32,11,8,6,2,1,2
214,52,2_13,12_11_10_7_0_0_0_0_0_6,4_1_1_6_0_0_0_0_0_48,14_25,13_12_11_10_7_0_0_0_0_6,2_0_1_0_0_0_0_0_0_57,26_37,19_18_17_16_15_14_13_12_7_6,3_1_4_9_5_10_20_6_1_1,38_52,19_18_17_16_15_14_13_12_11_7,8_0_1_1_0_0_1_1_0_63,11,8,6,2,3,0
215,53,2_14,12_11_10_7_0_0_0_0_0_6,4_4_0_1_0_0_0_0_0_56,15_27,13_12_11_10_7_0_0_0_0_6,1_2_1_1_1_0_0_0_0_59,28_40,19_18_17_16_15_14_13_12_7_6,4_4_1_0_1_2_1_1_12_39,41_53,19_18_17_16_15_14_13_12_11_7,7_0_1_1_1_4_1_5_10_35,11,8,7,2,1,1
